Name,sepden_km2,AREA,PERCENTAGE
21NYDECA_WQX-01031002,51.69650000000,44829788.91500000000,4.03582735032
21NYDECA_WQX-01033101,0.00000000000,2177700.46559000000,1.49979935200
21NYDECA_WQX-01033101,9.75740000000,21758258.19670000000,14.98508268680
21NYDECA_WQX-01033101,11.25190000000,49359079.66790000000,33.99398442110
21NYDECA_WQX-01033101,12.81330000000,13467357.29260000000,9.27507435468
21NYDECA_WQX-01033101,14.85560000000,21110787.55110000000,14.53916458640
21NYDECA_WQX-01033101,30.35840000000,34307505.33620000000,23.62784739450
21NYDECA_WQX-01033101,39.85570000000,3018765.18389000000,2.07904720514
21NYDECA_WQX-01033200,1.42040000000,4144.94275803000,0.00229797556
21NYDECA_WQX-01033200,8.05880000000,2663555.11203000000,1.47668735071
21NYDECA_WQX-01033200,8.18230000000,35091561.10150000000,19.45492479630
21NYDECA_WQX-01033200,9.27130000000,92585513.79030000000,51.32983975280
21NYDECA_WQX-01033200,24.13170000000,7398130.26468000000,4.10155785080
21NYDECA_WQX-01033200,24.48110000000,8576250.77826000000,4.75471334668
21NYDECA_WQX-01033200,27.47660000000,2552691.64267000000,1.41522412732
21NYDECA_WQX-01033200,30.85060000000,31501818.51590000000,17.46475479960
21NYDECA_WQX-01041208,0.01520000000,2170110.82484000000,3.13999929481
21NYDECA_WQX-01041208,7.87450000000,36467683.95230000000,52.76620004050
21NYDECA_WQX-01041208,9.97250000000,13526398.87290000000,19.57175755080
21NYDECA_WQX-01041208,10.25240000000,4251223.12622000000,6.15122392165
21NYDECA_WQX-01041208,13.96090000000,11576642.73000000000,16.75059614110
21NYDECA_WQX-01041208,17.45990000000,1119765.72281000000,1.62022305023
21NYDECA_WQX-01041302B,0.00000000000,15669104.00260000000,1.09056931769
21NYDECA_WQX-01041302B,0.01520000000,51292127.72270000000,3.56993103909
21NYDECA_WQX-01041302B,4.20240000000,9556567.44597000000,0.66513689853
21NYDECA_WQX-01041302B,4.66320000000,56115984.20690000000,3.90567135160
21NYDECA_WQX-01041302B,5.15440000000,17050732.44830000000,1.18673062922
21NYDECA_WQX-01041302B,5.18960000000,44690965.92440000000,3.11049031311
21NYDECA_WQX-01041302B,5.52230000000,1593609.31905000000,0.11091517597
21NYDECA_WQX-01041302B,5.70060000000,113335230.83700000000,7.88812974528
21NYDECA_WQX-01041302B,5.94520000000,360214890.00100000000,25.07094896720
21NYDECA_WQX-01041302B,6.45540000000,44432749.40410000000,3.09251844858
21NYDECA_WQX-01041302B,6.97460000000,12785834.84510000000,0.88989384338
21NYDECA_WQX-01041302B,7.51380000000,104593389.91700000000,7.27969779628
21NYDECA_WQX-01041302B,7.72770000000,159583934.93300000000,11.10703860320
21NYDECA_WQX-01041302B,7.87450000000,42601379.88300000000,2.96505516742
21NYDECA_WQX-01041302B,7.90690000000,3051919.27322000000,0.21241351892
21NYDECA_WQX-01041302B,8.56500000000,115492854.22800000000,8.03830028910
21NYDECA_WQX-01041302B,8.83390000000,1214707.38723000000,0.08454360928
21NYDECA_WQX-01041302B,9.21280000000,95292722.65050000000,6.63237154497
21NYDECA_WQX-01041302B,9.25760000000,22802484.64460000000,1.58705246429
21NYDECA_WQX-01041302B,9.43880000000,5317312.77332000000,0.37008486013
21NYDECA_WQX-01041302B,9.75740000000,82625667.18790000000,5.75074474418
21NYDECA_WQX-01041302B,9.97250000000,17180.42769680000,0.00119575742
21NYDECA_WQX-01041302B,11.32800000000,17075636.22230000000,1.18846393138
21NYDECA_WQX-01041302B,15.47950000000,1377728.96993000000,0.09588990809
21NYDECA_WQX-01041302B,25.58130000000,53158969.46940000000,3.69986318642
21NYDECA_WQX-01041302B,44.35790000000,5838347.82448000000,0.40634888902
21NYDECA_WQX-01041501,0.06200000000,458129.64834600000,2.29943122858
21NYDECA_WQX-01041501,1.41470000000,1395253.41534000000,7.00301603836
21NYDECA_WQX-01041501,1.92370000000,428592.79224000000,2.15118068516
21NYDECA_WQX-01041501,2.52180000000,1688943.43705000000,8.47709659586
21NYDECA_WQX-01041501,7.60700000000,339046.74908900000,1.70173374637
21NYDECA_WQX-01041501,13.16130000000,4608515.72781000000,23.13093033850
21NYDECA_WQX-01041501,20.24300000000,899917.95928600000,4.51684248380
21NYDECA_WQX-01041501,23.26140000000,5446084.48149000000,27.33483147270
21NYDECA_WQX-01041501,24.16450000000,261452.88849000000,1.31227686042
21NYDECA_WQX-01041501,45.72530000000,4397670.20986000000,22.07266054500
21NYDECA_WQX-01042503,5.15440000000,12730478.62980000000,18.67353034780
21NYDECA_WQX-01042503,5.70060000000,9076243.26722000000,13.31336464420
21NYDECA_WQX-01042503,6.97460000000,2847361.93232000000,4.17661432853
21NYDECA_WQX-01042503,7.72770000000,43519841.46810000000,63.83649067850
21NYDECA_WQX-01042600,4.20240000000,513996.26246300000,1.61207646806
21NYDECA_WQX-01042600,9.21280000000,31370115.47900000000,98.38792352680
21NYDECA_WQX-01051301,7.09850000000,475383.32076300000,0.52104605812
21NYDECA_WQX-01051301,7.54440000000,30783193.87060000000,33.74006012020
21NYDECA_WQX-01051301,9.23830000000,44403853.57270000000,48.66904634430
21NYDECA_WQX-01051301,11.62000000000,11183252.30790000000,12.25745472660
21NYDECA_WQX-01051301,12.46020000000,4390650.71398000000,4.81239275168
21NYDECA_WQX-01052108,5.59850000000,20679456.59400000000,58.82614507200
21NYDECA_WQX-01052108,11.32800000000,9273869.68733000000,26.38106089130
21NYDECA_WQX-01052108,12.01260000000,5200186.78416000000,14.79279403580
21NYDECA_WQX-02010023,0.00000000000,1557022.11043000000,0.03736189521
21NYDECA_WQX-02010023,0.50450000000,6312879.80974000000,0.15148221230
21NYDECA_WQX-02010023,0.70820000000,41532316.25710000000,0.99659859499
21NYDECA_WQX-02010023,1.26360000000,2439533.97849000000,0.05853841910
21NYDECA_WQX-02010023,2.00020000000,4062737.48131000000,0.09748838569
21NYDECA_WQX-02010023,2.01320000000,3174072.87113000000,0.07616422220
21NYDECA_WQX-02010023,2.67780000000,208835420.82600000000,5.01116012145
21NYDECA_WQX-02010023,5.52230000000,259428295.50400000000,6.22517350582
21NYDECA_WQX-02010023,5.74020000000,279042891.88600000000,6.69584022892
21NYDECA_WQX-02010023,5.94520000000,13669326.23120000000,0.32800557600
21NYDECA_WQX-02010023,6.37220000000,23012007.02140000000,0.55219009996
21NYDECA_WQX-02010023,6.45540000000,113350761.01000000000,2.71993520574
21NYDECA_WQX-02010023,6.76310000000,149450272.37800000000,3.58616963596
21NYDECA_WQX-02010023,7.44120000000,55024275.09970000000,1.32034810953
21NYDECA_WQX-02010023,7.54190000000,234508622.94100000000,5.62720756263
21NYDECA_WQX-02010023,7.72770000000,31360992.56190000000,0.75253017268
21NYDECA_WQX-02010023,8.25020000000,92171261.53730000000,2.21171747749
21NYDECA_WQX-02010023,8.83390000000,36756321.53500000000,0.88199507516
21NYDECA_WQX-02010023,10.37470000000,114134819.88600000000,2.73874927739
21NYDECA_WQX-02010023,10.48340000000,169877353.81900000000,4.07633253799
21NYDECA_WQX-02010023,23.98330000000,961520.40917000000,0.02307239218
21NYDECA_WQX-02010023,25.58130000000,16838221.61980000000,0.40404556068
21NYDECA_WQX-02012400,10.48340000000,3520601.37350000000,99.99999999480
21NYDECA_WQX-02012501,2.67780000000,4808101.76550000000,100.00000000800
21NYDECA_WQX-02012603,7.44120000000,9543145.76932000000,10.80412389610
21NYDECA_WQX-02012603,7.54190000000,78785587.41670000000,89.19587610350
21NYDECA_WQX-02021020,4.66320000000,7559292.04773000000,0.98462822681
21NYDECA_WQX-02021020,5.18960000000,247486281.52000000000,32.23608467490
21NYDECA_WQX-02021020,5.59850000000,211763293.32400000000,27.58302162330
21NYDECA_WQX-02021020,5.99250000000,172132104.06200000000,22.42089964630
21NYDECA_WQX-02021020,6.74160000000,9723148.74568000000,1.26647927452
21NYDECA_WQX-02021020,7.51380000000,17805392.83960000000,2.31922411102
21NYDECA_WQX-02021020,9.20370000000,99872076.17230000000,13.00874005770
21NYDECA_WQX-02021020,11.32800000000,1388996.48974000000,0.18092238560
21NYDECA_WQX-02022307,5.59850000000,1250.84050000000,0.53892298208
21NYDECA_WQX-02022307,9.20370000000,230849.20750000000,99.46107702480
21NYDECA_WQX-02022406,10.14520000000,200916.63085900000,0.22745768284
21NYDECA_WQX-02022406,12.10020000000,42930729.23520000000,48.60187109820
21NYDECA_WQX-02023102,4.60760000000,3402830.62264000000,0.67870608086
21NYDECA_WQX-02023102,6.74160000000,45222767.98060000000,9.01983408095
21NYDECA_WQX-02023102,7.54440000000,90752549.22430000000,18.10090299600
21NYDECA_WQX-02023102,8.04700000000,2693433.57529000000,0.53721443958
21NYDECA_WQX-02023102,8.64400000000,1512044.22808000000,0.30158233716
21NYDECA_WQX-02023102,8.70180000000,1908997.49870000000,0.38075601004
21NYDECA_WQX-02023102,10.14520000000,139406926.64000000000,27.80518318930
21NYDECA_WQX-02023102,10.80910000000,65058183.23800000000,12.97607476540
21NYDECA_WQX-02023102,11.10190000000,16782905.43470000000,3.34740727242
21NYDECA_WQX-02023102,11.62000000000,66765526.04080000000,13.31661006410
21NYDECA_WQX-02023102,12.10020000000,23481527.06460000000,4.68347002070
21NYDECA_WQX-02023102,12.45560000000,3664873.47955000000,0.73097141527
21NYDECA_WQX-02023102,12.46020000000,3415917.70825000000,0.68131634436
21NYDECA_WQX-02023102,12.90270000000,2131706.65855000000,0.42517610549
21NYDECA_WQX-02023102,14.16230000000,36785.54728760000,0.00733700187
21NYDECA_WQX-02023102,14.54410000000,17043634.81060000000,3.39941062859
21NYDECA_WQX-02023102,17.02700000000,9323865.03877000000,1.85967642845
21NYDECA_WQX-02023102,23.02840000000,4429143.93060000000,0.88340774257
21NYDECA_WQX-02023102,25.31000000000,2645963.77483000000,0.52774642727
21NYDECA_WQX-02023102,84.71990000000,1690704.08545000000,0.33721665019
21NYDECA_WQX-02025100,4.60760000000,91246.25386520000,0.12098235094
21NYDECA_WQX-02025100,10.14520000000,64854240.34090000000,85.98948594990
21NYDECA_WQX-02025100,12.10020000000,10475641.49400000000,13.88953169950
21NYDECA_WQX-03011309,1.77240000000,2259485.21932000000,1.01981298753
21NYDECA_WQX-03011309,8.66920000000,27043304.21410000000,12.20592753930
21NYDECA_WQX-03011309,8.77120000000,953025.12317400000,0.43014549940
21NYDECA_WQX-03011309,9.00300000000,115817.63534600000,0.05227399927
21NYDECA_WQX-03011309,10.87150000000,43874544.50050000000,19.80266563400
21NYDECA_WQX-03011309,11.16100000000,93905381.13070000000,42.38395828240
21NYDECA_WQX-03011309,11.98420000000,42904633.45770000000,19.36489871720
21NYDECA_WQX-03011309,12.91730000000,10462934.44980000000,4.72241922552
21NYDECA_WQX-03011309,23.08450000000,39654.84442650000,0.01789811459
21NYDECA_WQX-03011424,0.21070000000,2721243.58696000000,0.71726390535
21NYDECA_WQX-03011424,8.08850000000,89646175.43570000000,23.62889018860
21NYDECA_WQX-03011424,8.66920000000,43445144.66830000000,11.45124761430
21NYDECA_WQX-03011424,9.56110000000,129823026.14100000000,34.21868265690
21NYDECA_WQX-03011424,9.81390000000,78354635.09580000000,20.65267212400
21NYDECA_WQX-03011424,10.72950000000,4777956.49917000000,1.25937117670
21NYDECA_WQX-03011424,13.03650000000,12610566.86350000000,3.32388635862
21NYDECA_WQX-03011424,13.89640000000,18013490.27930000000,4.74798597545
21NYDECA_WQX-03011601,0.00000000000,3988123.33851000000,7.36507512839
21NYDECA_WQX-03011601,0.35210000000,1290646.39808000000,2.38350393887
21NYDECA_WQX-03011601,0.93290000000,5418051.41995000000,10.00579780770
21NYDECA_WQX-03011601,3.04330000000,1054927.93097000000,1.94819036602
21NYDECA_WQX-03011601,15.33970000000,24540290.54410000000,45.31983296110
21NYDECA_WQX-03011601,20.62370000000,17857079.94840000000,32.97759979580
21NYDECA_WQX-03021200,13.84290000000,5795124.03156000000,12.30107371370
21NYDECA_WQX-03021200,20.80190000000,14862000.12480000000,31.54696225180
21NYDECA_WQX-03021200,22.45970000000,25165018.19630000000,53.41675901210
21NYDECA_WQX-03021200,32.03030000000,1288574.69970000000,2.73520502413
21NYDECA_WQX-03031302,2.89430000000,10992718.14130000000,2.81530815949
21NYDECA_WQX-03031302,3.70430000000,75330183.23710000000,19.29256047480
21NYDECA_WQX-03031302,4.81330000000,18533968.91880000000,4.74667259308
21NYDECA_WQX-03031302,5.61700000000,196486821.28800000000,50.32158053110
21NYDECA_WQX-03031302,10.21110000000,54732299.54280000000,14.01730559350
21NYDECA_WQX-03031302,11.10230000000,3206380.73548000000,0.82117541185
21NYDECA_WQX-03031302,12.58360000000,18547153.15950000000,4.75004916473
21NYDECA_WQX-03031302,16.49910000000,12632815.81370000000,3.23534807138
21NYDECA_WQX-03031507,2.89430000000,15113444.08820000000,6.75837299046
21NYDECA_WQX-03031507,3.70430000000,337.70788756700,0.00015101494
21NYDECA_WQX-03031507,4.15150000000,3667156.62839000000,1.63986528580
21NYDECA_WQX-03031507,4.81330000000,148369491.74400000000,66.34731036550
21NYDECA_WQX-03031507,5.61700000000,44440729.65340000000,19.87283806480
21NYDECA_WQX-03031507,10.21110000000,9155446.49341000000,4.09409807160
21NYDECA_WQX-03031507,12.58360000000,2878874.39757000000,1.28736420752
21NYDECA_WQX-03031602,12.97530000000,1140753.35841000000,1.25164080793
21NYDECA_WQX-03031602,13.22510000000,45887163.92570000000,50.34764658460
21NYDECA_WQX-03031602,16.28910000000,27669915.90850000000,30.35958268080
21NYDECA_WQX-03031602,16.88570000000,8485506.69371000000,9.31034423479
21NYDECA_WQX-03031602,22.13470000000,7957293.36717000000,8.73078569139
21NYDECA_WQX-03032100,3.70430000000,198.12521738700,0.00021569572
21NYDECA_WQX-03032100,5.61700000000,78292233.92470000000,85.23548864180
21NYDECA_WQX-03032100,10.21110000000,2064482.72016000000,2.24756894297
21NYDECA_WQX-03032100,16.49910000000,11497118.30040000000,12.51672671970
21NYDECA_WQX-04010003,0.00000000000,33362054.77820000000,0.51746085282
21NYDECA_WQX-04010003,0.14160000000,7067154.61798000000,0.10961482678
21NYDECA_WQX-04010003,0.19510000000,4239318.20967000000,0.06575378018
21NYDECA_WQX-04010003,0.29170000000,3434247.73833000000,0.05326676595
21NYDECA_WQX-04010003,0.33230000000,6022596.40681000000,0.09341324728
21NYDECA_WQX-04010003,0.39370000000,2552716.24031000000,0.03959380594
21NYDECA_WQX-04010003,0.53700000000,5656919.74872000000,0.08774143370
21NYDECA_WQX-04010003,0.62780000000,755323.65050300000,0.01171541810
21NYDECA_WQX-04010003,0.67450000000,1224168.59129000000,0.01898741931
21NYDECA_WQX-04010003,0.72400000000,458842.41736300000,0.00711685747
21NYDECA_WQX-04010003,0.73230000000,3582945.84335000000,0.05557314212
21NYDECA_WQX-04010003,0.76040000000,2323.56865393000,0.00003603962
21NYDECA_WQX-04010003,0.81230000000,6217321.38838000000,0.09643352153
21NYDECA_WQX-04010003,0.88150000000,1216864.81275000000,0.01887413434
21NYDECA_WQX-04010003,0.93310000000,2146139.52445000000,0.03328761361
21NYDECA_WQX-04010003,1.01810000000,1022287.89462000000,0.01585615662
21NYDECA_WQX-04010003,1.04490000000,1868759.76316000000,0.02898532561
21NYDECA_WQX-04010003,1.11420000000,1727889.58092000000,0.02680036413
21NYDECA_WQX-04010003,1.13480000000,1379129.68418000000,0.02139093732
21NYDECA_WQX-04010003,1.26690000000,1355483.98849000000,0.02102418167
21NYDECA_WQX-04010003,1.31280000000,975278.21759800000,0.01512701485
21NYDECA_WQX-04010003,1.50720000000,6174697.41458000000,0.09577240405
21NYDECA_WQX-04010003,1.64790000000,607019.00839500000,0.00941514472
21NYDECA_WQX-04010003,1.78610000000,256830.43192200000,0.00398355842
21NYDECA_WQX-04010003,1.91410000000,1626765.37877000000,0.02523188112
21NYDECA_WQX-04010003,2.05800000000,156578.67617600000,0.00242860747
21NYDECA_WQX-04010003,2.11430000000,1119662.47810000000,0.01736648131
21NYDECA_WQX-04010003,2.20510000000,475203.33578500000,0.00737062285
21NYDECA_WQX-04010003,2.23540000000,447480.84046200000,0.00694063417
21NYDECA_WQX-04010003,2.26710000000,70509.17134350000,0.00109362976
21NYDECA_WQX-04010003,2.27520000000,1152987.08966000000,0.01788336140
21NYDECA_WQX-04010003,2.48170000000,982.92535879100,0.00001524563
21NYDECA_WQX-04010003,2.49390000000,3623457.05249000000,0.05620148966
21NYDECA_WQX-04010003,2.56040000000,390676.83682500000,0.00605957788
21NYDECA_WQX-04010003,2.59360000000,771387.39681800000,0.01196457421
21NYDECA_WQX-04010003,2.66110000000,375911.64801100000,0.00583056299
21NYDECA_WQX-04010003,2.66340000000,10630441.01480000000,0.16488304183
21NYDECA_WQX-04010003,2.80800000000,356240.24410100000,0.00552545045
21NYDECA_WQX-04010003,3.53740000000,85760070.30940000000,1.33017823439
21NYDECA_WQX-04010003,4.09830000000,203339039.50200000000,3.15388226212
21NYDECA_WQX-04010003,4.22040000000,6874810.72610000000,0.10663148433
21NYDECA_WQX-04010003,4.25490000000,10298949.76110000000,0.15974145963
21NYDECA_WQX-04010003,4.71560000000,77434.83741180000,0.00120105003
21NYDECA_WQX-04010003,4.75980000000,186485164.00000000000,2.89247088178
21NYDECA_WQX-04010003,4.79410000000,418354374.76900000000,6.48886925547
21NYDECA_WQX-04010003,5.03430000000,397402.22628200000,0.00616389177
21NYDECA_WQX-04010003,5.15440000000,217210650.20800000000,3.36903734036
21NYDECA_WQX-04010003,5.47920000000,126386029.52300000000,1.96030559438
21NYDECA_WQX-04010003,5.52230000000,26591122.89130000000,0.41244057719
21NYDECA_WQX-04010003,5.56440000000,156167838.80300000000,2.42223518868
21NYDECA_WQX-04010003,5.65680000000,5306317.65354000000,0.08230343354
21NYDECA_WQX-04010003,5.70060000000,2089131.73123000000,0.03240339645
21NYDECA_WQX-04010003,5.74020000000,5343537.98549000000,0.08288073806
21NYDECA_WQX-04010003,6.17540000000,83726236.86670000000,1.29863253989
21NYDECA_WQX-04010003,6.37220000000,180377444.53900000000,2.79773733667
21NYDECA_WQX-04010003,6.77720000000,310279199.59100000000,4.81257345510
21NYDECA_WQX-04010003,6.79330000000,117092954.61900000000,1.81616571759
21NYDECA_WQX-04010003,6.96110000000,567003.96105800000,0.00879449288
21NYDECA_WQX-04010003,6.97460000000,203407008.36800000000,3.15493649057
21NYDECA_WQX-04010003,7.18340000000,141097242.60400000000,2.18848329260
21NYDECA_WQX-04010003,7.43700000000,196158.61770800000,0.00304251061
21NYDECA_WQX-04010003,7.44120000000,99328105.85300000000,1.54062472188
21NYDECA_WQX-04010003,7.45820000000,52358396.85070000000,0.81210287756
21NYDECA_WQX-04010003,7.54190000000,22422835.64390000000,0.34778851999
21NYDECA_WQX-04010003,7.58780000000,90583463.46250000000,1.40499128625
21NYDECA_WQX-04010003,7.72090000000,94982866.44020000000,1.47322805500
21NYDECA_WQX-04010003,7.72770000000,4566568.87746000000,0.07082958893
21NYDECA_WQX-04010003,7.87610000000,191152326.06600000000,2.96486071744
21NYDECA_WQX-04010003,7.98680000000,280788357.56500000000,4.35515689707
21NYDECA_WQX-04010003,8.18230000000,32857998.15210000000,0.50964270213
21NYDECA_WQX-04010003,8.25020000000,41275534.12400000000,0.64020256637
21NYDECA_WQX-04010003,8.38800000000,6201816.77688000000,0.09619303786
21NYDECA_WQX-04010003,8.53010000000,99514310.03950000000,1.54351283467
21NYDECA_WQX-04010003,8.70670000000,199037748.31500000000,3.08716725249
21NYDECA_WQX-04010003,8.74560000000,1771.68283459000,0.00002747962
21NYDECA_WQX-04010003,8.74610000000,1715540.44092000000,0.02660882327
21NYDECA_WQX-04010003,8.83390000000,252581987.96100000000,3.91766309859
21NYDECA_WQX-04010003,9.00590000000,165233207.16600000000,2.56284323202
21NYDECA_WQX-04010003,9.19940000000,92871381.90900000000,1.44047795632
21NYDECA_WQX-04010003,9.28690000000,8079440.36934000000,0.12531584555
21NYDECA_WQX-04010003,9.32240000000,82760190.51750000000,1.28364871557
21NYDECA_WQX-04010003,9.35060000000,464350.03049600000,0.00720228308
21NYDECA_WQX-04010003,9.43880000000,156802076.74100000000,2.43207251155
21NYDECA_WQX-04010003,9.54170000000,2498107.49550000000,0.03874679913
21NYDECA_WQX-04010003,9.56110000000,24740583.80740000000,0.38373786271
21NYDECA_WQX-04010003,9.88070000000,148833997.21900000000,2.30848392408
21NYDECA_WQX-04010003,10.03010000000,188223808.27200000000,2.91943805612
21NYDECA_WQX-04010003,10.20700000000,5881818.94388000000,0.09122972392
21NYDECA_WQX-04010003,10.56270000000,68946853.27370000000,1.06939748560
21NYDECA_WQX-04010003,10.56500000000,13057700.05360000000,0.20253094872
21NYDECA_WQX-04010003,10.72950000000,150427275.40400000000,2.33319640339
21NYDECA_WQX-04010003,10.84800000000,71454152.89940000000,1.10828685891
21NYDECA_WQX-04010003,11.29560000000,17371204.89060000000,0.26943539770
21NYDECA_WQX-04010003,11.70040000000,63138101.98420000000,0.97930107469
21NYDECA_WQX-04010003,12.38620000000,14434841.66000000000,0.22389105004
21NYDECA_WQX-04010003,12.92440000000,14439007.99410000000,0.22395567180
21NYDECA_WQX-04010003,13.03650000000,21068226.56890000000,0.32677790862
21NYDECA_WQX-04010003,13.42470000000,163762367.24100000000,2.54002982658
21NYDECA_WQX-04010003,13.64010000000,114343603.44200000000,1.77352201312
21NYDECA_WQX-04010003,13.65320000000,106419677.43200000000,1.65061826698
21NYDECA_WQX-04010003,13.89640000000,10571312.33720000000,0.16396592877
21NYDECA_WQX-04010003,13.91510000000,91288118.72210000000,1.41592081425
21NYDECA_WQX-04010003,14.26670000000,24218909.03670000000,0.37564644648
21NYDECA_WQX-04010003,14.46770000000,26461307.22400000000,0.41042707633
21NYDECA_WQX-04010003,14.72760000000,79479940.14320000000,1.23277051975
21NYDECA_WQX-04010003,18.36840000000,79554693.55060000000,1.23392997956
21NYDECA_WQX-04010003,18.50590000000,27618553.41420000000,0.42837649834
21NYDECA_WQX-04010003,22.86950000000,287899.70823400000,0.00446545722
21NYDECA_WQX-04010003,23.07200000000,7932278.69811000000,0.12303330017
21NYDECA_WQX-04010003,29.29010000000,26959057.37260000000,0.41814741065
