huc12,Name,AREA,PERCENTAGE
020200010103,USGS-04268320,102239.35086300000,0.15598736599
020200010103,USGS-440034074184801,1131680.15936000000,1.72661314560
020200010104,21NYDECA_WQX-09031003,18332.68717660000,0.02838117354
020200010104,21NYDECA_WQX-09031081,18332.68717660000,0.02838117354
020200010104,21NYDECA_WQX-11010157,64576206.17000000000,99.97162424420
020200010104,21NYDECA_WQX-11010215,64576206.17000000000,99.97162424420
020200010104,21NYDECA_WQX-11040247,64576202.69400000000,99.97161886290
020200010104,USGS-0131199020,611.76631873300,0.00094708680
020200010104,USGS-0131199021,611.76631873300,0.00094708680
020200010104,USGS-0131199022,611.76631873300,0.00094708680
020200010104,USGS-0131199029,3720.28030427000,0.00575943504
020200010104,USGS-0131199035,12454.13926790000,0.01928048433
020200010104,USGS-0131199040,15168.07986850000,0.02348198618
020200010104,USGS-0131199050,18902.36654730000,0.02926310475
020200010104,USGS-01311992,4694.51238235000,0.00726766182
020200010104,USGS-0131199710,64572245.86350000000,99.96549322020
020200010104,USGS-01312000,64576202.69400000000,99.97161886290
020200010104,USGS-01315500,64576202.69400000000,99.97161886290
020200010104,USGS-01372058,64576206.17000000000,99.97162424420
020200010104,USGS-04268000,18332.68717660000,0.02838117354
020200010104,USGS-04268320,18332.68717660000,0.02838117354
020200010104,USGS-435808074065801,3956.83045265000,0.00612564272
020200010104,USGS-435840074141001,4694.51238235000,0.00726766182
020200010104,USGS-435937074144301,2455.88329805000,0.00380199855
020200010104,USGS-440034074184801,3720.28030427000,0.00575943504
020200010105,21NYDECA_WQX-11010157,60260000.99490000000,100.00000000200
020200010105,21NYDECA_WQX-11010215,60260000.99490000000,100.00000000200
020200010105,21NYDECA_WQX-11040247,60260000.99490000000,100.00000000200
020200010105,USGS-01311985,4422.06144211000,0.00733830297
020200010105,USGS-01311989,6223.41955173000,0.01032761276
020200010105,USGS-01311990,6223.41955173000,0.01032761276
020200010105,USGS-0131199035,6223.41955173000,0.01032761276
020200010105,USGS-0131199040,6223.41955173000,0.01032761276
020200010105,USGS-0131199045,1154.58224534000,0.00191600104
020200010105,USGS-0131199050,9140.36816687000,0.01516821775
020200010105,USGS-01311992,3491606.85681000000,5.79423630805
020200010105,USGS-0131199710,37445493.26760000000,62.13988159660
020200010105,USGS-01311998,400.00000000000,0.00066379023
020200010105,USGS-01312000,60241427.25730000000,99.96917733800
020200010105,USGS-01315500,60260000.99490000000,100.00000000200
020200010105,USGS-01372058,60260000.99490000000,100.00000000200
020200010105,USGS-435808074065801,16920.28752020000,0.02807880392
020200010105,USGS-435840074141001,3787206.96031000000,6.28477746077
020200010105,USGS-435937074144301,1311144.58947000000,2.17581242590
020200010106,21NYDECA_WQX-09031003,100851.20098300000,0.19687588800
020200010106,21NYDECA_WQX-09031081,100851.20098300000,0.19687588800
020200010106,21NYDECA_WQX-11010157,51124972.63430000000,99.80321789100
020200010106,21NYDECA_WQX-11010215,51124972.63430000000,99.80321789100
020200010106,21NYDECA_WQX-11040247,51124924.60260000000,99.80312412630
020200010106,USGS-01311830,6813.51815515000,0.01330095650
020200010106,USGS-0131184703,6813.51815515000,0.01330095650
020200010106,USGS-0131185005,6813.51815515000,0.01330095650
020200010106,USGS-0131185008,6813.51815515000,0.01330095650
020200010106,USGS-01311940,6813.51815515000,0.01330095650
020200010106,USGS-01311951,6813.51815515000,0.01330095650
020200010106,USGS-0131199710,7423.45682491000,0.01449164353
020200010106,USGS-01312000,51124924.60260000000,99.80312412630
020200010106,USGS-01315500,51124924.60260000000,99.80312412630
020200010106,USGS-01372058,51124972.63430000000,99.80321789100
020200010106,USGS-04268000,100851.20098300000,0.19687588800
020200010106,USGS-04268320,100851.20098300000,0.19687588800
020200010106,USGS-435757074030101,6813.51815515000,0.01330095650
020200010106,USGS-435808074065801,51102198.43490000000,99.75875941480
020200010107,21NYDECA_WQX-11010157,86959377.45630000000,100.00000008300
020200010107,21NYDECA_WQX-11010215,86959377.45630000000,100.00000008300
020200010107,21NYDECA_WQX-11040247,86959377.45630000000,100.00000008300
020200010107,USGS-01311830,2361.17284317000,0.00271525960
020200010107,USGS-01311940,447547.35410600000,0.51466255575
020200010107,USGS-01311951,60641990.48720000000,69.73599893590
020200010107,USGS-01312000,86898590.06300000000,99.93009687630
020200010107,USGS-01312005,974.33344765500,0.00112044667
020200010107,USGS-01315500,86959377.45630000000,100.00000008300
020200010107,USGS-01372058,86959377.45630000000,100.00000008300
020200010107,USGS-435714074020701,280200.07650000000,0.32221950631
020200010107,USGS-435757074030101,34218002.38000000000,39.34941050560
020200010107,USGS-435806074030401,444500.15550000000,0.51115839243
020200010107,USGS-435808074065801,85597572.33950000000,98.43397562680
020200010107,USGS-435851074030701,100.00000000000,0.00011499622
020200010107,USGS-440141074015301,7583.33936900000,0.00872055389
020200010107,USGS-440151074015501,1111.57650727000,0.00127827101
020200010201,21NYDECA_WQX-11010157,145596521.79400000000,99.98140663110
020200010201,21NYDECA_WQX-11010215,145596521.79400000000,99.98140663110
020200010201,21NYDECA_WQX-11040247,145537505.59900000000,99.94088009810
020200010201,21NYDECA_WQX-12010001,27222.94765940000,0.01869404960
020200010201,USGS-01315500,145537505.59900000000,99.94088009810
020200010201,USGS-01321000,58825.54933450000,0.04039561588
020200010201,USGS-01343060,27222.94765940000,0.01869404960
020200010201,USGS-01346000,27222.94765940000,0.01869404960
020200010201,USGS-01372058,145623598.17500000000,100.00000003300
020200010201,USGS-432730074312101,665.43456727400,0.00045695517
020200010201,USGS-432731074311701,665.43456727400,0.00045695517
020200010201,USGS-433136074231001,8792.39498423000,0.00603775425
020200010201,USGS-433348074221201,392836.04928100000,0.26976125733
020200010201,USGS-433729074241401,513.48998664800,0.00035261454
020200010202,21NYDECA_WQX-11010157,97598206.23460000000,99.99674602880
020200010202,21NYDECA_WQX-11010215,97598206.23460000000,99.99674602880
020200010202,21NYDECA_WQX-11040247,97598206.23460000000,99.99674602880
020200010202,21NYDECA_WQX-12010001,3132.76666220000,0.00320975645
020200010202,USGS-01315500,97598206.23460000000,99.99674602880
020200010202,USGS-01343060,3132.76666220000,0.00320975645
020200010202,USGS-01346000,3132.76666220000,0.00320975645
020200010202,USGS-01372058,97601382.16830000000,100.00000001300
020200010202,USGS-433729074241401,208986.55901400000,0.21412254048
020200010202,USGS-433914074241401,505900.17900000000,0.51833300700
020200010202,USGS-433942074223901,157500.07700000000,0.16137074447
020200010202,USGS-434114074203401,2888315.47216000000,2.95929771523
020200010203,21NYDECA_WQX-11010157,68304502.06380000000,100.00000000600
020200010203,21NYDECA_WQX-11010215,68304502.06380000000,100.00000000600
020200010203,21NYDECA_WQX-11040247,68304502.06380000000,100.00000000600
020200010203,USGS-01315500,68304502.06380000000,100.00000000600
020200010203,USGS-01372058,68304502.06380000000,100.00000000600
020200010204,21NYDECA_WQX-11010157,66731878.05320000000,100.00000003100
020200010204,21NYDECA_WQX-11010215,66731878.05320000000,100.00000003100
020200010204,21NYDECA_WQX-11040247,66697775.18950000000,99.94889572420
020200010204,USGS-01315500,66697775.18950000000,99.94889572420
020200010204,USGS-01321000,34102.86362430000,0.05110430671
020200010204,USGS-01372058,66731878.05320000000,100.00000003100
020200010204,USGS-434211074150201,1048798.53556000000,1.57166045147
020200010204,USGS-434233074160501,198400.89142400000,0.29731051676
020200010205,21NYDECA_WQX-11010157,142012567.91800000000,99.99999997500
020200010205,21NYDECA_WQX-11010215,142012567.91800000000,99.99999997500
020200010205,21NYDECA_WQX-11040247,142003329.91900000000,99.99349491740
020200010205,USGS-0131443005,3257501.17600000000,2.29381189492
020200010205,USGS-01315500,142003329.91900000000,99.99349491740
020200010205,USGS-01321000,9237.99934606000,0.00650505760
020200010205,USGS-01372058,142012567.91800000000,99.99999997500
020200010205,USGS-434114074203401,6085.63723745000,0.00428528075
020200010205,USGS-434211074150201,601.89344058000,0.00042383111
020200010205,USGS-434233074160501,199.17457623000,0.00014025137
020200010205,USGS-434305074185601,965500.32300100000,0.67986963190
020200010205,USGS-434307074185401,2256700.85300000000,1.58908530810
020200010205,USGS-434451074175301,358975.64293300000,0.25277737605
020200010301,21NYDECA_WQX-09031003,36363.69283390000,0.02489123968
020200010301,21NYDECA_WQX-09031081,36363.69283390000,0.02489123968
020200010301,21NYDECA_WQX-11010157,146063445.38700000000,99.98160099190
020200010301,21NYDECA_WQX-11010215,146063445.38700000000,99.98160099190
020200010301,21NYDECA_WQX-11040247,146063457.36300000000,99.98160918930
020200010301,USGS-01313048,1400.00000000000,0.00095831124
020200010301,USGS-01315500,146063457.36300000000,99.98160918930
020200010301,USGS-01372058,146063445.38700000000,99.98160099190
020200010301,USGS-04268000,36363.69283390000,0.02489123968
020200010301,USGS-04268320,36363.69283390000,0.02489123968
020200010301,USGS-434820074190201,229.25762785600,0.00015692869
020200010301,USGS-434916074210101,2420013.17900000000,1.65651844934
020200010301,USGS-435024074255001,678800.27650000000,0.46464423880
020200010302,21NYDECA_WQX-08010001,49049.63447090000,0.04163965724
020200010302,21NYDECA_WQX-11010157,117725476.27700000000,99.94057108740
020200010302,21NYDECA_WQX-11010215,117725476.27700000000,99.94057108740
020200010302,21NYDECA_WQX-11040247,117725506.58800000000,99.94059681870
020200010302,21NYDECA_WQX-12010001,20585.94294120000,0.01747600400
020200010302,USGS-01312568,94800.05099990000,0.08047851269
020200010302,USGS-01315500,117725506.58800000000,99.94059681870
020200010302,USGS-01343060,20585.94294120000,0.01747600400
020200010302,USGS-01346000,20585.94294120000,0.01747600400
020200010302,USGS-01372058,117746218.70000000000,99.95817993140
020200010302,USGS-04253047,5291.20709619000,0.00449185916
020200010302,USGS-04260500,49049.63447090000,0.04163965724
020200010302,USGS-424247074294501,7226864.38690000000,6.13509477164
020200010302,USGS-433909074403201,22073.06205940000,0.01873846255
020200010302,USGS-434136074360701,8340.37810436000,0.00708038886
020200010302,USGS-434208074343001,5717.02603474000,0.00485334921
020200010302,USGS-434210074332201,5717.02603474000,0.00485334921
020200010302,USGS-434210074334001,5717.02603474000,0.00485334921
020200010302,USGS-434211074315801,1962.43895202000,0.00166597134
020200010302,USGS-434211074340001,5717.02603474000,0.00485334921
020200010302,USGS-434212074330501,5341.54225270000,0.00453459013
020200010302,USGS-434213074321301,4527.29081868000,0.00384334848
020200010302,USGS-434213074324401,5341.54225270000,0.00453459013
020200010302,USGS-434216074343401,2623.35206962000,0.00222703965
020200010303,21NYDECA_WQX-08010001,4293.75268436000,0.00578488952
020200010303,21NYDECA_WQX-09031003,11334.39864770000,0.01527061494
020200010303,21NYDECA_WQX-09031081,11334.39864770000,0.01527061494
020200010303,21NYDECA_WQX-11010157,74207924.94500000000,99.97889458010
020200010303,21NYDECA_WQX-11010215,74207924.94500000000,99.97889458010
020200010303,21NYDECA_WQX-11040247,74207924.94500000000,99.97889458010
020200010303,USGS-01315500,74207924.94500000000,99.97889458010
020200010303,USGS-01372058,74207924.94500000000,99.97889458010
020200010303,USGS-04260500,4293.75268436000,0.00578488952
020200010303,USGS-0426545295,8246.50201154000,0.01111035184
020200010303,USGS-04268000,11334.39864770000,0.01527061494
020200010303,USGS-04268320,11334.39864770000,0.01527061494
020200010303,USGS-424247074294501,4185.15212138000,0.00563857409
020200010303,USGS-434136074360701,4293.75268436000,0.00578488952
020200010303,USGS-434216074343401,4293.75268436000,0.00578488952
020200010303,USGS-434916074210101,1974.48389852000,0.00266018377
020200010304,21NYDECA_WQX-11010157,89209860.41690000000,99.99999994660
020200010304,21NYDECA_WQX-11010215,89209860.41690000000,99.99999994660
020200010304,21NYDECA_WQX-11040247,89209860.41690000000,99.99999994660
020200010304,USGS-01315500,89209860.41690000000,99.99999994660
020200010304,USGS-01372058,89209860.41690000000,99.99999994660
020200010304,USGS-434451074175301,624.45506661000,0.00069998436
020200010304,USGS-434820074190201,367570.90737200000,0.41202946116
020200010304,USGS-434916074210101,2713.15660167000,0.00304131919
020200010305,21NYDECA_WQX-09031003,5044.64125906000,0.00707366256
020200010305,21NYDECA_WQX-09031081,5044.64125906000,0.00707366256
020200010305,21NYDECA_WQX-11010157,71310825.69880000000,99.99298100490
020200010305,21NYDECA_WQX-11010215,71310825.69880000000,99.99298100490
020200010305,21NYDECA_WQX-11040247,71310786.63680000000,99.99292623150
020200010305,USGS-01311985,5941.07921616000,0.00833065969
020200010305,USGS-01311989,5941.07921616000,0.00833065969
020200010305,USGS-01311990,5941.07921616000,0.00833065969
020200010305,USGS-0131199035,5941.07921616000,0.00833065969
020200010305,USGS-0131199040,5941.07921616000,0.00833065969
020200010305,USGS-0131199050,5941.07921616000,0.00833065969
020200010305,USGS-0131199710,26613.10663000000,0.03731724937
020200010305,USGS-01312000,35353.70457740000,0.04957343118
020200010305,USGS-01315500,71310786.63680000000,99.99292623150
020200010305,USGS-01372058,71310825.69880000000,99.99298100490
020200010305,USGS-04268000,5044.64125906000,0.00707366256
020200010305,USGS-04268320,5044.64125906000,0.00707366256
020200010306,21NYDECA_WQX-11010157,98397000.84260000000,100.00000007000
020200010306,21NYDECA_WQX-11010215,98397000.84260000000,100.00000007000
020200010306,21NYDECA_WQX-11040247,98397000.84260000000,100.00000007000
020200010306,USGS-01311951,9549.29649336000,0.00970486541
020200010306,USGS-01312000,31369.55483010000,0.03188060061
020200010306,USGS-01312005,246325.73432700000,0.25033866113
020200010306,USGS-01315500,98397000.84260000000,100.00000007000
020200010306,USGS-01372058,98397000.84260000000,100.00000007000
020200010306,USGS-435808074065801,14335.59165840000,0.01456913478
020200010401,21NYDECA_WQX-10041102,32803.13055010000,0.02982343267
020200010401,21NYDECA_WQX-10042516,32803.13055010000,0.02982343267
020200010401,21NYDECA_WQX-11010157,109958293.10400000000,99.97014602250
020200010401,21NYDECA_WQX-11010215,109958293.10400000000,99.97014602250
020200010401,21NYDECA_WQX-11040247,109922080.89200000000,99.93722317550
020200010401,21NYDECA_WQX-11041203B,36245.81818530000,0.03295340110
020200010401,USGS-01311940,16698.15015490000,0.01518136070
020200010401,USGS-01311951,31638.02308400000,0.02876415865
020200010401,USGS-01312000,31638.02308400000,0.02876415865
020200010401,USGS-01315170,17740166.48230000000,16.12872466130
020200010401,USGS-01315226,1232.43620565000,0.00112048690
020200010401,USGS-01315227,4910.66265366000,0.00446459879
020200010401,USGS-01315500,109922080.89200000000,99.93722317550
020200010401,USGS-01372058,109958293.10400000000,99.97014602250
020200010401,USGS-435650073592601,4910.66265366000,0.00446459879
020200010401,USGS-435757074030101,31638.02308400000,0.02876415865
020200010401,USGS-435808074065801,31638.02308400000,0.02876415865
020200010402,21NYDECA_WQX-11010157,44142103.12740000000,99.99999989230
020200010402,21NYDECA_WQX-11010215,44142103.12740000000,99.99999989230
020200010402,21NYDECA_WQX-11040247,44114637.08820000000,99.93777802870
020200010402,21NYDECA_WQX-11041203B,27466.03920110000,0.06222186354
020200010402,USGS-01315170,583.57038606500,0.00132202669
020200010402,USGS-01315226,499.18913655100,0.00113086849
020200010402,USGS-01315227,499.18913655100,0.00113086849
020200010402,USGS-01315500,44114637.08820000000,99.93777802870
020200010402,USGS-01372058,44142103.12740000000,99.99999989230
020200010402,USGS-435650073592601,499.18913655100,0.00113086849
020200010403,21NYDECA_WQX-11010157,83044220.24210000000,99.99999991720
020200010403,21NYDECA_WQX-11010215,83044220.24210000000,99.99999991720
020200010403,21NYDECA_WQX-11040247,83044220.24210000000,99.99999991720
020200010403,USGS-01311951,23922.17792600000,0.02880655371
020200010403,USGS-01312000,23922.17792600000,0.02880655371
020200010403,USGS-01315088,4005.20831713000,0.00482298263
020200010403,USGS-01315226,212468.43833300000,0.25584975997
020200010403,USGS-01315227,913590.50588400000,1.10012533379
020200010403,USGS-01315500,83044220.24210000000,99.99999991720
020200010403,USGS-01372058,83044220.24210000000,99.99999991720
020200010403,USGS-434836074030201,5300.00100000000,0.00638214313
020200010403,USGS-435650073592601,990390.51238400000,1.19260619063
020200010403,USGS-435757074030101,3450.06164104000,0.00415448737
020200010403,USGS-435808074065801,23922.17792600000,0.02880655371
020200010404,21NYDECA_WQX-11010157,61264867.09710000000,100.00000015000
020200010404,21NYDECA_WQX-11010215,61264867.09710000000,100.00000015000
020200010404,21NYDECA_WQX-11040247,61264867.09710000000,100.00000015000
020200010404,USGS-01315088,978295.15780100000,1.59682899127
020200010404,USGS-01315500,61264867.09710000000,100.00000015000
020200010404,USGS-01372058,61264867.09710000000,100.00000015000
020200010405,21NYDECA_WQX-11010157,99347313.79020000000,99.99999990430
020200010405,21NYDECA_WQX-11010215,99347313.79020000000,99.99999990430
020200010405,21NYDECA_WQX-11040247,99312249.36510000000,99.96470511500
020200010405,21NYDECA_WQX-11041203B,17474.12998050000,0.01758893049
020200010405,USGS-01315500,99312249.36510000000,99.96470511500
020200010405,USGS-01321000,17590.29514510000,0.01770585883
020200010405,USGS-01372058,99347313.79020000000,99.99999990430
020200010405,USGS-434211074065801,249152.62868000000,0.25078949690
020200010405,USGS-434304074070901,256100.05300000000,0.25778256400
020200010405,USGS-434444074052901,92800.02300000000,0.09340969511
020200010406,21NYDECA_WQX-11010157,56911941.68580000000,99.99999986510
020200010406,21NYDECA_WQX-11010215,56911941.68580000000,99.99999986510
020200010406,21NYDECA_WQX-11040247,56877327.83640000000,99.93917985380
020200010406,USGS-01315500,12256.32928460000,0.02153560203
020200010406,USGS-01321000,18730.57124710000,0.03291149567
020200010406,USGS-01372058,56911941.68580000000,99.99999986510
020200010406,USGS-433555074042001,1459.09491362000,0.00256377637
020200010406,USGS-433605074065001,4504.47521148000,0.00791481554
020200010406,USGS-433830073555601,785.49761166700,0.00138019823
020200010406,USGS-433948073573401,783.90214042200,0.00137739482
020200010407,21NYDECA_WQX-11010157,125349716.28200000000,100.00000007000
020200010407,21NYDECA_WQX-11010215,125349716.28200000000,100.00000007000
020200010407,21NYDECA_WQX-11040247,62332.94944840000,0.04972723620
020200010407,USGS-01321000,14502.82491370000,0.01156989051
020200010407,USGS-01372058,125349716.28200000000,100.00000007000
020200010407,USGS-433830073555601,9414481.86729000000,7.51057294193
020200010407,USGS-433948073573401,2640617.03282000000,2.10659992937
020200010408,21NYDECA_WQX-11010157,122270097.34600000000,100.00000008400
020200010408,21NYDECA_WQX-11010215,122270097.34600000000,100.00000008400
020200010408,21NYDECA_WQX-11040247,114853181.44600000000,93.93399043250
020200010408,21NYDECA_WQX-11041203B,43386.15495060000,0.03548386394
020200010408,21NYDECA_WQX-11042302,19668.93302140000,0.01608646224
020200010408,USGS-01315500,44237011.57790000000,36.17974678640
020200010408,USGS-01321000,7181.04315886000,0.00587309843
020200010408,USGS-01372058,122270097.34600000000,100.00000008400
020200010408,USGS-433830073555601,5636.02075256000,0.00460948415
020200010408,USGS-434147074033101,2702.18576084000,0.00221001359
020200010408,USGS-434300073530301,1027419.93097000000,0.84028716272
020200010408,USGS-434308074034901,588900.24700000000,0.48163881462
020200010408,USGS-434343074013501,1291900.49950000000,1.05659562610
020200010408,USGS-434410073591101,1278000.39400000000,1.04522726555
020200010501,21NYDECA_WQX-10041102,45754.65450000000,0.04025889965
020200010501,21NYDECA_WQX-10041230,36100.03128620000,0.03176392769
020200010501,21NYDECA_WQX-10042516,45754.65450000000,0.04025889965
020200010501,21NYDECA_WQX-11010157,113569263.78000000000,99.92805417920
020200010501,21NYDECA_WQX-11010215,113569263.78000000000,99.92805417920
020200010501,21NYDECA_WQX-11040247,30288.63783180000,0.02665056144
020200010501,21NYDECA_WQX-11041203B,113538887.57700000000,99.90132656960
020200010501,USGS-01315170,12749.62824300000,0.01121822489
020200010501,USGS-01315500,30288.63783180000,0.02665056144
020200010501,USGS-01316154,5047121.70894000000,4.44089390731
020200010501,USGS-01372058,113569263.78000000000,99.92805417920
020200010501,USGS-435215073452201,1129.65972006000,0.00099397226
020200010501,USGS-435651073495601,4898.18261748000,0.00430984442
020200010501,USGS-435813073491301,483.32814469500,0.00042527388
020200010501,USGS-440609073491401,26281.72976500000,0.02312493740
020200010501,USGS-440615073413201,15723.50428320000,0.01383489807
020200010502,21NYDECA_WQX-11010157,52315600.43670000000,100.00000013300
020200010502,21NYDECA_WQX-11010215,52315600.43670000000,100.00000013300
020200010502,21NYDECA_WQX-11041203B,52315600.43670000000,100.00000013300
020200010502,USGS-01316154,7580.02952900000,0.01448904242
020200010502,USGS-01372058,52315600.43670000000,100.00000013300
020200010502,USGS-435651073495601,1796602.41631000000,3.43416190141
020200010502,USGS-435813073491301,1112517.08736000000,2.12654940314
020200010502,USGS-440007073431901,1869.14903633000,0.00357283300
020200010503,21NYDECA_WQX-11010157,58383920.13130000000,99.93388273690
020200010503,21NYDECA_WQX-11010215,58383920.13130000000,99.93388273690
020200010503,21NYDECA_WQX-11041203B,58384020.13130000000,99.93405390370
020200010503,USGS-01372058,58383920.13130000000,99.93388273690
020200010503,USGS-435459073391001,1747.18465091000,0.00299059991
020200010504,21NYDECA_WQX-10041230,147112.64987500000,0.09857429067
020200010504,21NYDECA_WQX-10042401,60685.08199140000,0.04066264129
020200010504,21NYDECA_WQX-11010157,148894274.08500000000,99.76808564460
020200010504,21NYDECA_WQX-11010215,148894274.08500000000,99.76808564460
020200010504,21NYDECA_WQX-11041203B,148894314.51700000000,99.76811273710
020200010504,USGS-01372058,148894274.08500000000,99.76808564460
020200010504,USGS-435917073432801,4472.45519028000,0.00299681297
020200010504,USGS-440007073431901,6465251.96990000000,4.33210622915
