HydroID,DrainID,Name,Descript,GlobalWshd,RELATEDOID,WarningMsg,HUCID,Edited,Shape_Leng,Shape_Area,waterID,AverageSam,SampleCoun,areaskqm
2,2,USGS-440351075175501,SS BP v1.3.4,1,,,04150302,0,7500.00099945000,1413200.50558000000,288.00000000000,0.05200000000,5,1.41320050558
2,2,USGS-440340073411001,SS BP v1.3.4,1,,,02020001,0,24940.00429870000,13586704.91010000000,289.00000000000,0.03183333333,6,13.58670491010
2,2,USGS-440320075184201,SS BP v1.3.4,1,,,04150302,0,7440.00099945000,1353600.46478000000,290.00000000000,0.09525000000,4,1.35360046478
2,2,USGS-440303075131601,SS BP v1.3.4,1,,,04150302,0,5240.00079918000,594500.18588500000,291.00000000000,0.15116666667,12,0.59450018589
2,2,USGS-440250075171901,SS BP v1.3.4,1,,,04150302,0,4560.00080061000,524200.16616100000,292.00000000000,0.09725000000,4,0.52420016616
2,2,USGS-440239075165601,SS BP v1.3.4,1,,,04150302,0,13960.00210000000,3475901.24247000000,293.00000000000,0.11138461539,13,3.47590124247
2,2,USGS-440239075051001,SS BP v1.3.4,1,,,04150302,0,3280.00099993000,322400.14306300000,294.00000000000,0.43750000000,8,0.32240014306
2,2,USGS-440213075062701,SS BP v1.3.4,1,,,04150302,0,5380.00109959000,656700.21965500000,295.00000000000,0.34240000000,5,0.65670021966
2,2,USGS-440201075053401,SS BP v1.3.4,1,,,04150302,0,2460.00039959000,207700.06796800000,296.00000000000,0.37380000000,5,0.20770006797
2,2,USGS-440154075184701,SS BP v1.3.4,1,,,04150302,0,3020.00070095000,196200.11365400000,297.00000000000,0.18006666667,5,0.19620011365
2,2,USGS-440152074485001,SS BP v1.3.4,1,,,04150302,0,1660.00030041000,54700.00650880000,298.00000000000,0.01300000000,1,0.05470000651
2,2,USGS-440151075084801,SS BP v1.3.4,1,,,04150302,0,7120.00090027000,1340800.45474000000,299.00000000000,0.25560000000,10,1.34080045474
2,2,USGS-440151074015501,SS BP v1.3.4,1,,,02020001,0,8280.00170040000,1455100.59893000000,300.00000000000,0.49618181818,11,1.45510059893
2,2,USGS-440149074493201,SS BP v1.3.4,1,,,04150302,0,4820.00090027000,530800.17363600000,301.00000000000,0.01800000000,1,0.53080017364
2,2,USGS-440149074490301,SS BP v1.3.4,1,,,04150302,0,2340.00050068000,131200.02954000000,302.00000000000,0.00800000000,1,0.13120002954
2,2,USGS-440148074491801,SS BP v1.3.4,1,,,04150302,0,3960.00070095000,418800.11866100000,303.00000000000,0.01600000000,1,0.41880011866
2,2,USGS-440144074291301,SS BP v1.3.4,1,,,04150305,0,5320.00120163000,743300.28538700000,304.00000000000,0.29300000000,2,0.74330028539
2,2,USGS-440141074494301,SS BP v1.3.4,1,,,04150302,0,5480.00090027000,654900.20058600000,305.00000000000,0.01700000000,1,0.65490020059
2,2,USGS-440141074015301,SS BP v1.3.4,1,,,02020001,0,8440.00190067000,2132800.71491000000,306.00000000000,0.58866666667,3,2.13280071491
2,2,USGS-440134074495301,SS BP v1.3.4,1,,,04150302,0,6600.00109959000,1033700.34712000000,307.00000000000,0.03100000000,1,1.03370034712
2,2,USGS-440128074500701,SS BP v1.3.4,1,,,04150302,0,7420.00139999000,1320100.44858000000,308.00000000000,0.04600000000,1,1.32010044858
2,2,USGS-440126074502101,SS BP v1.3.4,1,,,04150302,0,8800.00160027000,1616600.52268000000,309.00000000000,0.05900000000,1,1.61660052268
2,2,USGS-440125075084201,SS BP v1.3.4,1,,,04150302,0,5580.00100040000,646100.24908100000,310.00000000000,0.18840000000,10,0.64610024908
2,2,USGS-440034074184801,SS BP v1.3.4,1,,,02020001,0,6660.00099945000,1135400.43962000000,311.00000000000,0.42450000000,1,1.13540043962
2,2,USGS-440019074505101,SS BP v1.3.4,1,,,04150302,0,8620.00109959000,1594300.61620000000,312.00000000000,0.28453333333,5,1.59430061620
2,2,USGS-440016075193501,SS BP v1.3.4,1,,,04150302,0,2520.00049830000,169800.08221900000,313.00000000000,0.08080000000,5,0.16980008222
2,2,USGS-440008074465301,SS BP v1.3.4,1,,,04150101,0,7380.00109959000,1305000.50475000000,314.00000000000,0.05500000000,1,1.30500050475
2,2,USGS-440007073431901,SS BP v1.3.4,1,,,02020001,0,14940.00289960000,6470102.37162000000,315.00000000000,0.04133333333,3,6.47010237162
2,2,USGS-440005074491401,SS BP v1.3.4,1,,,04150302,0,3100.00030041000,282200.10263900000,316.00000000000,0.12625000000,4,0.28220010264
2,2,USGS-440005074470201,SS BP v1.3.4,1,,,04150101,0,7260.00109959000,1220200.45691000000,317.00000000000,0.05300000000,1,1.22020045691
2,2,USGS-440005074463501,SS BP v1.3.4,1,,,04150101,0,8260.00119972000,1974800.73267000000,318.00000000000,0.06800000000,1,1.97480073267
2,2,USGS-440004074471601,SS BP v1.3.4,1,,,04150101,0,5500.00070095000,881600.37300600000,319.00000000000,0.04300000000,1,0.88160037301
