HydroID,DrainID,Name,Descript,GlobalWshd,RELATEDOID,WarningMsg,HUCID,Edited,waterID,AverageSam,SampleCoun,Shape_Leng,Shape_Area,sum_Size,Point_Coun
2,2,21NYDECA_WQX-14011301,SS BP v1.3.4,1,,,02040101,0,124.00000000000,0.40050000000,10,111140.01970100000,288350809.96500000000,2.00000000000,1
3,3,21NYDECA_WQX-14010001,SS BP v1.3.4,1,1,,02040104,0,125.00000000000,0.15680769231,39,728300.13690500000,7963536833.83000000000,9.00000000000,5
2,2,21NYDECA_WQX-13111011,SS BP v1.3.4,1,,,02020006,0,126.00000000000,0.56130000000,10,167840.03010000000,440665464.64500000000,0.00000000000,0
2,2,21NYDECA_WQX-13103202,SS BP v1.3.4,1,,,02020006,0,127.00000000000,0.22600000000,10,88980.01790570000,99963837.76330000000,0.00000000000,0
2,2,21NYDECA_WQX-13103116,SS BP v1.3.4,1,,,02020006,0,128.00000000000,0.08430000000,6,42200.00719830000,21733308.12160000000,0.00000000000,0
2,2,21NYDECA_WQX-13092100,SS BP v1.3.4,1,,,02020006,0,129.00000000000,0.10540000000,6,83740.01549720000,111145041.91100000000,0.00000000000,0
2,2,21NYDECA_WQX-13081002,SS BP v1.3.4,1,,,02020006,0,130.00000000000,0.45000000000,10,4460.00069904000,541800.22715100000,0.00000000000,0
2,2,21NYDECA_WQX-13064205,SS BP v1.3.4,1,,,02020007,0,131.00000000000,0.55475000000,8,93860.01839880000,119410846.56700000000,0.00000000000,0
2,2,21NYDECA_WQX-13064101,SS BP v1.3.4,1,,,02020007,0,132.00000000000,1.62400000000,10,59680.01310300000,70653527.35730000000,0.00000000000,0
2,2,21NYDECA_WQX-13063302,SS BP v1.3.4,1,,,02020007,0,133.00000000000,0.28775000000,8,52140.01090190000,50196019.27680000000,0.00000000000,0
2,2,21NYDECA_WQX-13062203,SS BP v1.3.4,1,,,02020007,0,134.00000000000,0.14125000000,8,253160.04919900000,990412778.65100000000,0.00000000000,0
